auto-insurance	idx_1632 idx_3019 idx_99 idx_23171 idx_1987 idx_4883 idx_136 idx_8641	11193 8661	16998 14032 6054 26451 23405 22281 6149 6220 20093 25504 4138 21873 13763 8729 17013 15267 9088 15667 16844 13843 242 11627 15840 17854 18923 20288 1499 10405 15077 19425 20316 22943 6803 13715 13301 25146 16836 25259 17856 27209 11730 17062 9817 4189 13434 7917 10651 11159 3799 13526 17614 5712 15879 1672 4318 11862 15400 2032 25995 459 16100 9536 5954 7164 23635 17953 20305 9844 21451 11994 13262 19704 10189 18372 17197 10531 24150 10176 5663 13581 14951 20003 5551 24046 5917 9571 4646 1382 786 1089 23661 25559 15740 12128 17293 19500 2147 16870 25842 14549
long-term-care-insurance	idx_3189 idx_239 idx_49 idx_7494 idx_604 idx_605 idx_891 idx_136 idx_8641	10539 302	17044 11643 1904 17842 12460 25722 3924 12966 22670 7280 23825 20363 21016 10711 12407 9067 23689 20677 9053 11064 21722 6429 4287 10188 18337 27033 4366 8427 6283 25136 2422 15492 1125 17288 11267 12423 20022 15229 13596 2212 7980 12503 13887 7914 21459 6904 237 17662 27026 3268 8812 11569 17916 9846 6071 8637 17903 16357 24494 14415 15502 18817 7389 14491 7154 12905 9758 24248 20158 19549 2974 20419 15480 1360 8792 25792 380 7784 7502 2802 4946 6081 12787 25986 16681 20443 18613 15016 9612 15255 23015 25865 9931 25680 5243 572 1105 9407 13240 4151
life-insurance	idx_1285 idx_1236 idx_546 idx_12122 idx_1077 idx_448 idx_136 idx_8641	23112 16780 8832 20322	4743 17085 9991 3312 11343 15756 9381 21233 26659 26925 21370 21998 3673 14399 1229 8832 12382 11003 1306 6587 11113 12567 326 1364 6205 16121 11052 23112 5355 14087 15008 6245 19505 21414 15747 16218 1347 3951 9379 13603 21069 21002 22597 22661 15855 18834 6379 2290 26918 27307 12450 7838 17542 15960 16708 20577 23553 26732 23091 16586 23346 8893 1874 14502 1304 6834 7713 25307 27325 18274 295 9701 9755 9857 13358 16678 25483 25543 5214 5296 10344 19740 21102 21617 25802 401 6886 23283 20903 24523 12840 20768 18299 8772 20322 18232 22024 5882 6671 20048
medicare-insurance	idx_1010 idx_467 idx_21593 idx_41714 idx_8641	22708	22708 12981 7666 9377 9821 2098 7821 20800 823 20534 10198 8908 24487 15012 22095 24635 24032 26503 5239 12416 19316 19572 2488 23643 25695 14016 1218 2433 25802 10945 25478 24088 13050 7444 16349 24083 20902 24472 4436 16476 12110 6924 11400 18426 16632 4598 13989 8143 21752 2967 11935 16256 7109 25874 19654 9433 18200 13083 16548 13738 8262 2722 19612 26281 17038 23455 3560 24231 3360 5924 26436 12376 20215 6792 20338 9783 18987 25845 982 25188 23341 26560 4302 15676 2262 25103 1295 7043 7558 13427 15004 17726 17913 21887 9832 26405 13863 23350 12295 10083
health-insurance	idx_3019 idx_99 idx_7496 idx_441 idx_136 idx_7 idx_99 idx_12211 idx_66515 idx_8641	1434	11134 6054 20316 7025 14580 7336 5476 20494 10050 24109 25880 1856 16821 15148 22511 12283 18059 18500 17179 14032 18131 4350 20531 255 22862 16836 13171 9733 12374 10812 1434 22888 10176 26515 11318 9402 14166 5917 25244 20553 1170 18957 7554 24610 2525 19047 17332 16550 10575 27338 27328 12712 19306 25982 15248 13405 23002 4689 16715 23199 1550 17456 4554 5980 5217 19938 13462 11434 23880 13461 22265 25664 9546 21738 8619 20615 19350 5954 24748 12128 26451 4138 25208 22955 1000 17731 17062 20093 18727 22994 26575 17929 15667 2825 5972 4821 21651 18354 23105 2338
renters-insurance	idx_1285 idx_1010 idx_999 idx_136 idx_2479 idx_21593 idx_8641	6679	2235 26739 24916 17855 3406 21201 70 19553 22008 5768 18118 2105 20821 2316 25072 6805 9846 24262 6317 6250 13690 1467 4770 10917 18784 7229 8030 26792 15729 13179 2464 3884 23403 24493 6292 24533 26 13983 15294 26821 22449 20057 10641 16504 8153 14453 6276 16349 27141 14698 13650 12175 836 17050 15911 5230 10139 5955 18903 2710 471 20269 11888 17073 16128 8026 26441 19693 11405 7745 14596 13353 22175 5530 17982 10727 18225 12703 8782 26875 16985 1324 16967 25308 7420 17279 11137 26769 22418 18674 21014 14694 20737 22135 3346 7342 5099 12388 20032 12029
life-insurance	idx_3189 idx_3815 idx_1496 idx_448 idx_136 idx_29170 idx_8641	16489 19130 15087 788	15087 17949 7864 24326 19130 24035 9660 22902 1352 4855 17706 19144 6220 920 23010 6819 4944 24579 5888 6551 16489 17901 25817 12419 27344 6593 20864 12613 20184 12436 5311 11329 2469 12756 19628 21812 10998 17867 25920 3604 21718 24325 6265 19242 15229 10372 3174 2204 12445 25907 18284 14677 10461 11434 2732 22649 1408 17405 4350 16844 16363 19665 485 1179 4287 14162 19491 26419 25968 21459 10052 14302 16710 18556 10875 556 21548 9328 9970 17951 20843 20908 22293 8473 19119 21153 22755 17900 1829 4615 26466 25582 25708 679 9290 10548 25230 3705 23431 7277
medicare-insurance	idx_1632 idx_604 idx_2363 idx_467 idx_8080 idx_31 idx_382 idx_11408 idx_8641	27045	13905 26503 1195 2821 6723 6123 10484 9769 2452 3902 4734 27045 13907 12238 17408 7344 27317 1904 23643 7784 380 3938 17044 11861 17263 25722 1089 5262 22490 4395 12166 5805 2073 10262 726 9328 9758 24244 5898 16692 26405 24248 1229 12460 14415 9956 71 7500 12699 13331 17378 17842 23293 9821 11643 8497 2422 1249 25874 10588 15008 6337 12721 13083 20534 22095 9832 5239 12416 3118 23192 2849 16166 20800 10689 6429 20363 1125 22081 17533 20566 6479 3842 13724 12376 26702 9067 13887 16998 23825 10711 15676 25465 24487 14509 18111 17352 19039 10491 14753
renters-insurance	idx_1010 idx_3205 idx_136 idx_21593 idx_999 idx_8641	11234 11366	14694 2235 2105 24916 70 8738 26739 2602 2710 12175 6478 17855 3406 21201 21707 19553 24533 20579 5768 11353 3107 18118 20853 5955 22008 26291 27065 5230 2316 13132 9477 6805 10159 9846 24262 24853 23215 18516 8063 9939 20339 12388 11940 13690 5411 5698 4770 25072 7365 7229 8030 12291 588 26792 21445 6317 3884 23403 24493 6292 8153 10917 7797 15017 18528 13983 7196 18784 17368 15294 26821 18666 1467 20057 10641 11836 6250 16504 9370 26560 15729 11726 2464 8559 16349 116 14698 21394 12326 836 17050 10133 8308 25694 13323 18034 15842 619 24229 20674
renters-insurance	idx_1010 idx_999 idx_136 idx_21593 idx_76 idx_16319 idx_8641	7258 553	26739 8030 15097 20057 26 11353 1259 26560 2105 8559 13690 24493 7258 15729 9061 116 5099 20032 21175 2235 22449 24916 15292 15763 24709 689 21342 8258 1164 5155 558 18034 22770 16653 20674 5858 14069 8724 8187 19996 26252 16527 17587 9638 1374 21192 12021 20508 17855 10328 3406 21201 23123 21992 14111 5855 4355 8684 26566 19553 12218 13095 6814 20027 18548 9281 25443 5768 15700 27133 1135 14007 70 1448 18516 3463 11816 8272 9545 11875 5305 24624 18118 12955 22998 6921 14436 1092 13694 22008 12511 2420 2316 23375 8090 24092 6805 9846 24262 12340
annuities	idx_862 idx_5738 idx_2924 idx_2130 idx_8641	12459 20931	27297 17710 5869 6519 26288 21950 10794 4241 27144 27230 20931 6335 12228 26422 13043 9776 26451 19204 11556 17472 21421 2422 4473 16392 22168 16631 14604 22019 19534 4852 6977 10257 11639 17174 10772 4650 1396 17530 11323 14589 6308 6188 4855 12081 3227 27380 16992 26346 27278 8955 9182 9517 15057 6220 20219 22267 11592 6405 1233 12361 24339 24269 21294 4662 19278 23405 3776 23299 8108 4375 25355 7662 4586 11050 18514 25245 14723 12203 923 5533 8705 27185 10290 18564 6092 2739 10202 11577 17539 23583 24027 10438 14499 24848 14451 4326 27043 25200 7367 7297
life-insurance	idx_3019 idx_661 idx_5499 idx_1251 idx_448 idx_136 idx_8641	12960 10758	23689 23053 24556 10492 11249 19529 4097 13783 2226 26343 8151 15557 20168 10800 20231 16203 3548 10758 10711 18052 2344 10330 20693 20217 25465 15523 23242 14457 26697 11640 13518 27245 15646 26022 2212 8404 15 4055 6023 17555 23679 6277 23848 9832 10788 19537 25658 12185 23620 7291 20670 14980 8980 16357 10971 3152 22274 24501 23376 1045 10376 22793 10496 26789 17613 21551 23861 3404 23736 24032 11396 17504 2967 12123 6215 26091 17099 20487 11367 9365 10865 15989 22427 10387 23154 15624 750 8765 18534 25994 10004 14415 16765 6175 13946 20102 21499 24862 7374 5962
life-insurance	idx_3815 idx_448 idx_136 idx_581 idx_26063 idx_8641	18229	7277 22101 18229 14685 18556 5416 11688 20803 2343 24972 24729 3566 15889 11311 25339 4723 22056 10070 27115 2972 15298 25548 23544 24781 17168 15793 1368 4371 2307 5902 17457 1306 4159 17734 17039 21355 21208 2826 19905 955 24860 5865 22804 11041 23326 10815 13804 25344 24908 16462 1199 4480 13619 14093 27034 23230 5804 16287 4405 23682 26320 21765 17467 2521 20253 3840 25491 11395 9490 12407 294 1068 4515 8404 8955 8324 10445 15754 22650 12519 13887 20739 1692 7466 1674 2365 6268 23661 24994 25422 9630 2304 11940 26041 21321 14867 26295 5046 5143 14534
medicare-insurance	idx_1010 idx_467 idx_21593 idx_7248 idx_8817 idx_34397 idx_8641	7279	4734 24487 18104 14016 17749 554 5012 5062 10472 11326 10436 18224 26217 17841 7327 11494 8112 7279 7595 22192 23437 22478 10038 15753 19476 17364 21229 1939 23580 8181 19204 25094 341 24828 22789 11134 7746 4910 16574 10651 22095 13309 7903 612 22447 8189 9433 16476 12295 410 13989 22321 10047 19327 2250 4719 27084 21585 5233 4715 16963 26638 13687 18410 11614 14260 7686 756 21548 6208 3268 26106 16621 22292 6792 26930 7787 24858 9898 20363 20719 3084 1461 24 1252 27359 8836 4089 2374 16602 26272 20960 27317 6724 24484 4396 870 6573 2568 1371
auto-insurance	idx_1285 idx_1010 idx_4348 idx_136 idx_3484 idx_5015 idx_65764 idx_8641	10146	17931 9427 1601 4030 20552 14172 23186 14611 23518 5672 1712 10957 14224 2653 4983 2239 26165 15298 24365 20128 8155 16308 12029 22531 12141 19707 18929 24831 21294 8812 11746 16444 429 15685 17241 19019 11498 4365 20588 15544 12457 11760 25459 19628 6793 10146 5011 10247 10646 900 1089 6172 4254 26708 14028 4318 11758 10904 12698 5279 14469 1544 10613 8883 5616 25099 17964 6129 26899 7495 12308 3832 15877 21267 25387 14454 18054 22300 26751 21896 16601 7535 22740 26514 10222 10437 7609 24997 19171 7754 1573 21558 18946 24206 4736 15114 25101 20189 17038 23455
renters-insurance	idx_1285 idx_3815 idx_382 idx_999 idx_136 idx_16978 idx_19903 idx_8641	24089	12103 11443 13643 12652 19608 6659 6553 26376 19869 20280 19619 24089 21322 7865 4755 15119 2429 25858 18240 7902 1147 18975 2236 18311 2907 10281 21058 1721 24644 22946 21032 21727 24590 8679 10370 26166 8401 9500 23176 14439 4939 11891 16023 25047 21182 15311 3109 7402 25073 7216 14107 21865 6880 13683 9437 17113 3106 8361 11303 15836 16266 18355 23991 26482 12539 15153 26619 1331 14442 23454 7039 18265 3708 17102 6087 23289 22899 23644 2461 10846 10854 11411 10661 19889 32 6131 16367 1581 22141 15797 1347 1592 1012 14407 24914 21807 13288 22350 9301 18231
life-insurance	idx_1285 idx_448 idx_136 idx_2837 idx_9744 idx_67074 idx_8641	13871 26304	12081 26304 4103 23171 857 7375 25491 10466 12424 25446 311 12979 12743 25939 24382 5663 20378 21792 21816 21251 15773 22801 24624 6977 18391 336 17961 14570 17457 5070 27254 24057 21002 17034 26166 12792 4688 4428 9475 22011 1614 2742 23978 7981 2293 25700 11038 9660 13175 23792 23377 9603 18345 24817 19851 16601 11006 17021 10892 27127 17894 19619 20742 9959 26254 18891 13027 135 3579 22494 19163 27340 18661 25709 6433 1837 26084 25323 21267 9403 9073 27365 14068 833 10271 16211 13095 4352 21177 3033 12157 2449 22898 24324 23741 9760 3221 25886 6729 22267
life-insurance	idx_8975 idx_2547 idx_1834 idx_1491 idx_448 idx_136 idx_8641	7197 24781 12019	25817 12419 4920 24781 23230 7504 23562 11436 20352 12306 7197 2286 23110 10247 19094 25166 3917 1848 16784 21812 3604 19048 19130 3515 2391 17339 8135 21249 7667 10611 3301 2886 2469 20300 22629 22815 2146 26651 25092 3490 2493 6220 17706 13992 11051 20914 20697 26833 22367 7624 14181 19806 151 27048 15096 9078 12181 24860 9880 19196 25906 252 94 11322 1651 7536 17681 21324 19984 20860 10211 12436 8396 9941 24825 3117 2650 12019 18889 10845 23109 2984 19330 18823 19273 27209 6649 14886 729 12848 12861 2242 12105 23944 6262 21087 6514 1927 26309 3693
auto-insurance	idx_1285 idx_43115 idx_3815 idx_7368 idx_31 idx_4348 idx_136 idx_8641	26683 3581	13950 6164 22312 8261 18424 15861 26859 14610 26175 17752 24120 15571 6443 2637 3531 1192 22635 7604 8674 24733 12084 3769 8441 18986 5639 26050 10835 20313 9211 8912 24554 14410 26476 18778 10389 7173 26861 485 2726 4853 11833 14416 1601 5479 21107 667 8372 14858 21376 26720 5442 25184 13353 1417 5362 18890 23015 1344 4386 21501 10588 8355 13888 1665 2172 13508 15212 18939 9198 25402 26475 4851 13910 3015 14045 21145 21776 24425 1499 4434 8575 14942 12391 8396 17010 24151 14562 25320 22811 22256 1281 24970 16425 5177 27072 11249 4365 7107 19883 26897
life-insurance	idx_1285 idx_3815 idx_11515 idx_448 idx_136 idx_8641	3314 16751 7427	14626 15350 22395 20683 3314 4202 4765 21102 16751 24427 1213 16080 2039 22814 24258 18038 23494 10335 1214 22021 34 17181 15655 3840 27306 3431 23788 25915 6965 27016 1692 7466 1827 18260 22055 8993 15477 4675 25281 12948 13668 24588 6637 3179 6152 11596 18862 11390 14502 12570 10149 1826 2005 5074 12996 13358 17844 26692 15547 24575 5302 21900 22202 18714 4188 8991 16531 13686 10951 17743 16383 4163 1924 21294 5805 21310 10604 25957 7638 26897 5813 12006 7468 15232 26844 9340 1927 7135 9634 12306 15619 214 184 14604 5655 22867 5872 3529 14289 19180
medicare-insurance	idx_862 idx_1233 idx_99 idx_65854 idx_57 idx_467 idx_8641	1938 2615 751	13043 14451 24789 26584 21426 17711 17373 9462 16993 13744 62 23985 26632 21624 14631 23915 10375 18625 25574 9821 15722 5355 12111 12376 5531 336 15254 9382 751 21148 3996 16197 6735 21543 2986 18572 14527 7737 15280 26451 23858 3648 16595 26284 19339 6524 13812 21090 24246 9016 24706 13740 21485 13083 13021 1960 8424 14814 1699 23753 27216 6521 24809 20609 59 15869 1180 4238 22517 4713 8335 22314 7555 14522 14689 20215 6724 3945 4031 1810 20093 12970 1671 26039 14440 25717 21094 17905 15523 23783 18532 22410 15362 13044 6218 18841 755 21673 22467 7576
renters-insurance	idx_1285 idx_3815 idx_740 idx_20691 idx_57 idx_999 idx_136 idx_8641	18872	26739 6250 70 2235 21201 24916 26792 3884 24771 5768 5230 17855 19553 2710 26441 2316 21707 6805 9846 24262 3406 12917 22008 13690 20057 1467 180 10917 7229 15729 23403 8030 18118 24493 6292 24533 2105 19862 13983 15294 10641 22899 16504 14694 8153 6317 6276 14698 13650 17050 18784 5955 22449 4521 4770 5858 16128 8026 2464 19693 11405 1630 7745 12175 15179 25858 14596 13353 22175 5530 4820 13179 17982 25276 10727 20821 18225 12703 26875 8744 1324 16967 7420 26 17279 16527 22418 21014 25072 26821 17543 20737 22135 7342 22141 21342 3123 4089 8963 15017
medicare-insurance	idx_11974 idx_1233 idx_99 idx_66059 idx_18054 idx_31 idx_467 idx_7588 idx_8641	24757 21331 9432	13043 357 20603 20145 25268 9432 25568 17917 22165 5413 24408 5482 10846 2579 14710 6369 9814 25161 22299 704 7085 160 1699 5825 5651 4518 11779 2763 6503 18042 17891 14338 8060 18391 6167 1108 8243 11943 23572 16358 21331 12239 1697 13018 24807 9272 7082 8729 19106 11086 26218 5530 23915 10104 18619 14687 13857 22801 5383 27107 24685 803 1948 24802 9091 21981 4138 6272 13203 12860 9216 14253 17855 12464 8745 8408 25891 14706 9751 23117 14762 1321 3924 1930 12255 5091 15484 26858 7917 14513 24962 26619 10761 20730 2961 3790 8055 20840 20237 4674
home-insurance	idx_1010 idx_2177 idx_136 idx_21593 idx_68301 idx_8641	15907	15907 535 14642 7543 16548 15097 5239 12416 7401 21377 3107 25694 14959 11159 20199 8971 12340 5551 24185 3268 21816 626 10880 15422 3636 17084 9262 6587 12029 9377 1528 5721 13260 18652 14736 25802 13112 15516 13496 16349 7522 11469 5523 8449 7505 667 27390 26887 14060 26405 4895 8262 20208 8983 13160 7312 723 8063 26699 18919 16819 27380 13323 1561 21835 6416 12594 24032 2098 7666 7821 7196 10139 21650 8932 19416 13362 4287 10711 26560 26109 12579 4235 5768 25440 17118 12676 25443 27141 24649 24635 6176 3907 18130 17214 8153 22617 2284 2539 18095
annuities	idx_1285 idx_1236 idx_43218 idx_2924 idx_8641	26544 15754	9421 15754 15140 18979 13934 26422 11096 6519 6092 14604 4375 4586 10290 7367 18564 27144 3566 19534 15974 16012 6781 3542 26658 1396 9411 12282 19579 4175 1233 3862 4473 1066 9854 21463 20096 9073 14723 7042 25808 7663 2900 12228 12171 8529 17710 3227 10617 11575 23756 25245 13470 1994 13729 19745 24994 21423 25852 24640 27374 10364 10204 13543 14824 17129 22938 11827 12566 22959 8356 26051 4432 26899 26086 5869 11628 25532 27297 6928 22019 27352 1632 10772 14030 18675 22056 18134 19127 22277 4315 6943 8705 14735 15975 16631 23481 23623 24677 14866 6464 9252
medicare-insurance	idx_862 idx_1010 idx_467 idx_474 idx_4819 idx_2130 idx_8641	21148	11400 7257 23296 6724 1810 9821 23643 21265 9016 25138 17711 13043 9734 22095 2967 13489 6521 7444 9751 4302 9113 7417 14196 10496 22165 18841 24706 21571 7848 25079 25738 22813 4345 24995 14317 23184 4713 22718 20902 21348 9433 6273 16595 20954 14782 7576 12203 26814 6784 7220 23930 6757 24009 4724 24408 6735 17373 21903 14616 19582 17038 23455 19112 16029 18200 19118 23572 3471 16823 9842 24472 21692 1650 15250 23828 7511 24696 12376 21471 22517 1218 923 16491 12111 12731 26401 24487 25017 14513 3784 16632 14145 18824 6167 8266 24388 18577 3138 19672 21996
annuities	idx_1233 idx_2924 idx_9744 idx_14483 idx_8641	10300 3304 12446	26422 13192 3698 4586 7683 8940 6519 9526 18564 17129 634 17450 10730 16012 27144 26056 15974 14604 17743 21463 23374 11096 7313 6092 4375 19579 10290 17710 12989 7367 15322 3304 16997 19534 8399 27162 23065 3862 3357 10999 277 24313 17372 22522 13054 5761 2634 11805 2756 3566 15140 14795 27050 17022 22344 12268 20476 1066 12446 9073 17563 11628 10385 1396 9411 12282 1432 25245 9675 9908 13543 6781 16098 10364 22765 3542 26658 6464 8346 22836 25701 8788 14723 26816 4473 24881 14586 26086 12418 21283 25499 11922 22938 1637 13301 44 8125 13446 21268 26487
renters-insurance	idx_1285 idx_3815 idx_25338 idx_31 idx_999 idx_136 idx_8641	15441	19553 17855 26792 26739 13983 14698 21201 24916 24533 2316 6317 8026 2710 26441 19862 15294 10641 6276 10727 1467 9846 10717 21014 5099 6250 5442 23403 24262 6292 8963 2235 22449 12239 5768 4770 15593 24493 13690 70 18674 6805 7229 5560 26875 3406 3884 15990 13650 18080 15179 3355 12175 13576 2138 24154 15760 25072 15729 8030 20057 26036 18784 1138 8311 11405 18387 13997 11888 22333 13353 22175 5530 17982 558 18225 25858 18968 8782 18231 7420 26 14694 7745 20737 9644 20961 14596 13179 23774 5230 21325 180 12703 2478 9443 17279 12876 9339 15420 9094
retirement-plans	idx_1285 idx_3815 idx_4168 idx_16076 idx_2971 idx_2111 idx_8641	2240	2563 7343 20455 25175 1951 26971 14761 7150 2240 15296 17416 2477 24342 6958 14465 12558 15658 3553 19171 7730 15352 25517 26877 5835 1672 7453 13741 22957 14720 26481 24144 23853 24432 20597 12951 22125 4932 7939 324 4236 4880 6384 20886 24928 4188 10173 20987 11964 13317 1046 25281 2930 752 18198 19407 14484 4709 6423 27117 976 6056 23677 5532 3756 3678 25649 20565 11859 18002 21015 23519 16233 20790 12670 9522 19785 22626 4313 9093 12730 17011 12839 5094 10814 14582 23851 15399 2833 15877 2377 11874 8339 10030 198 3941 16293 15093 13922 25793 11913
health-insurance	idx_3019 idx_441 idx_136 idx_4185 idx_4013 idx_66325 idx_307 idx_12100 idx_8641	1820	15490 8883 15600 1672 22467 17251 12225 11492 14571 3229 7754 3706 20134 9676 25922 22125 18265 17416 15151 12887 16676 20335 23710 19462 17961 26186 88 21163 5020 1542 4263 22251 4987 19407 4435 15599 11236 14611 5052 1096 12567 26084 23186 13760 5580 19473 11796 22463 13242 19584 27326 14022 8936 4782 11947 6121 26505 5238 3941 6130 9092 23532 23127 25711 6165 17423 24455 14000 9830 11271 8539 16282 12380 6166 17364 21392 10017 5332 21224 25304 24080 5683 1880 16998 15057 1780 3989 22653 9913 15203 18976 11192 16331 10025 8339 15003 17344 9191 18793 17034
auto-insurance	idx_3019 idx_4883 idx_136 idx_4013 idx_66167 idx_307 idx_12100 idx_8641	2385	15600 1672 16676 16998 3861 15879 23532 13242 6907 16100 9536 20056 9427 12887 11492 12477 26186 17344 17416 22463 5020 472 20335 22678 13880 6887 11159 22125 16539 3386 4782 4987 19407 8069 16648 14000 847 5551 24693 19030 2966 6325 24427 16111 21042 23054 9808 12380 26828 7590 18615 19095 25977 22464 19776 1542 13430 21224 16836 17331 11947 17643 14588 9356 17251 7646 13760 18976 14549 17859 1780 2415 26357 1096 14710 3229 9400 23868 23037 9866 24492 4922 24819 5580 19704 8074 10644 17364 26425 10623 23710 17259 15245 7814 1997 16377 9531 14204 23643 27051
medicare-insurance	idx_8975 idx_3815 idx_66107 idx_45524 idx_57 idx_467 idx_8641	24256	26584 17711 23753 21762 15254 9382 14814 7555 15280 6521 4106 24809 3648 20767 24256 3403 7511 13043 21673 17551 22682 1334 7737 25516 13978 8081 8659 13062 18463 5948 22260 22224 4526 13452 12949 1935 10673 11103 23463 21426 24489 2910 5592 6774 7394 594 23376 17940 17373 15772 19990 22572 16285 17866 5494 5512 13207 18386 23318 26259 22327 6606 1938 16057 3886 5370 10654 10856 14198 19664 24025 24690 16336 1223 6362 8224 10944 22216 12589 20845 21624 13744 18442 14451 11591 12004 20060 20311 21634 25870 17906 19681 21981 15722 25157 24789 783 3838 4152 1353
long-term-care-insurance	idx_1285 idx_3815 idx_76 idx_11156 idx_11361 idx_510 idx_7494 idx_604 idx_605 idx_891 idx_136 idx_8641	24646 894	17044 11643 1904 25722 10711 20363 17842 21722 16681 14491 27033 2422 17916 6429 5243 12460 9067 12966 23825 25465 20677 23689 7784 12503 16054 9053 6904 6283 6349 15229 12423 8427 1125 25136 6071 11267 20022 7389 13596 11569 15480 7980 24248 13240 7914 16200 17662 2536 13887 27026 7670 20768 9758 17288 18613 16357 23015 2886 14415 24494 2212 8637 25182 10545 19549 3009 23635 12161 17352 2108 20419 21016 10966 17657 4495 2345 2802 21294 13754 23822 4366 20443 19768 4151 15016 14757 23135 10270 23613 4826 2193 25865 380 16694 25680 572 1105 9407 16475 14634
long-term-care-insurance	idx_3019 idx_99 idx_7496 idx_604 idx_605 idx_891 idx_136 idx_31 idx_1987 idx_24834 idx_8641	13026 1736	17044 11643 1904 18486 25722 17842 21819 14032 26451 16844 6149 2961 15667 18232 1125 6904 3924 12629 2788 20363 12460 7462 9067 6054 3935 10711 14117 23825 21221 16357 9844 16617 17482 23689 848 12372 10127 20677 20093 2345 15076 6220 25136 15707 18047 12966 2422 12503 13000 23522 11267 8427 2736 14813 25116 8592 20022 981 9776 4138 1974 25680 13887 6071 6429 7809 18713 25248 24248 108 24156 8666 9053 27026 13896 21873 7263 2041 10651 14634 19549 18613 14415 890 22924 2212 25146 22654 18060 4366 15147 26037 10862 23405 23331 20316 25658 18465 13301 17197
life-insurance	idx_3815 idx_45825 idx_66406 idx_510 idx_448 idx_136 idx_8641	20467	15615 15926 20467 3883 5781 7012 7563 1778 20346 25187 3530 23863 8510 23643 3000 10419 22230 4391 9032 27036 20736 6879 9415 24181 27011 24719 13962 4336 20197 21807 13884 17539 24732 18232 2052 15699 2763 12772 16829 10341 12523 27287 22725 6397 14422 18686 22988 13819 12893 3142 15948 17019 9542 21393 1476 11252 19655 11566 17924 18555 21603 24902 10612 1439 4231 4838 5619 8814 11214 1694 18137 27316 17021 25956 220 4062 10408 10548 18482 18665 22196 19464 25529 17902 23174 9836 19278 1537 14669 23801 16935 9840 16707 8220 9336 26064 21191 26677 1342 606
medicare-insurance	idx_862 idx_3815 idx_76 idx_4605 idx_4561 idx_3244 idx_31 idx_467 idx_8641	1180	18572 13043 1180 26039 19339 10375 755 336 16498 15354 20956 12435 15864 14631 26584 7939 8424 25172 10317 6285 18620 9311 5355 14451 15980 17711 1717 16362 14522 6735 14527 8486 24789 10382 22314 16595 404 18125 26914 3892 8408 12589 16756 15523 21543 2986 11946 9074 12970 17905 2940 10827 5590 9462 16993 20118 26491 62 22467 17206 27347 20338 1960 21090 24246 26632 23915 4031 27216 2271 3945 23008 23783 15280 13044 7018 10889 16227 1634 5383 27107 19929 4342 3996 12535 12111 21094 8391 9524 18832 5545 25241 3775 19462 768 24333 19016 21551 16321 13021
medicare-insurance	idx_11974 idx_510 idx_8321 idx_31 idx_467 idx_474 idx_384 idx_2547 idx_8641	12034	23643 22095 6724 17711 9433 12111 17038 23455 16632 7558 13427 15004 17726 17913 21887 23296 25079 11400 4598 15869 25874 16476 23930 26584 5764 24408 17917 15768 12034 13043 9783 12457 14451 20215 7444 1114 26140 13422 26246 22299 12295 15254 20475 21571 9751 726 23502 18200 17373 9956 14782 27216 6784 18410 3945 15722 704 3185 18625 7848 12188 10295 19243 17440 4152 22165 9113 18953 12110 9155 21090 24246 8745 27401 14687 9821 7927 25216 6521 4302 13610 17251 10846 4713 13989 24789 6721 828 18104 19118 9836 3739 8391 9524 18832 25188 12731 24487 21692 7279
disability-insurance	idx_3019 idx_432 idx_136 idx_21593 idx_7273 idx_13912 idx_8641	8383	15399 18658 26842 8383 16026 20291 19076 5576 8008 26988 5105 14550 22460 11909 5608 1299 2225 3615 17485 1330 17184 25682 23337 7858 5255 10531 7219 7049 24843 12768 13288 10837 25063 12687 9000 14618 20554 11422 20229 2955 8115 3760 14699 26904 22024 3984 19489 1133 13419 2289 25699 14928 18698 26011 22234 1241 1961 8561 8858 10275 18385 9246 20665 10411 6355 9898 6633 18235 24859 22275 25533 25784 758 15375 26125 27092 27177 694 6346 24708 11225 3191 5357 7754 18173 16686 554 5012 5062 10472 11326 18963 24523 2364 18716 12108 838 1467 7314 6172
medicare-insurance	idx_862 idx_510 idx_66059 idx_18054 idx_31 idx_467 idx_474 idx_382 idx_8641	18487	13043 6369 2579 357 17917 25161 24408 17891 14687 18391 23572 23915 160 20145 1699 5413 22299 18042 24685 6167 24802 13203 13812 25268 5825 14513 9216 22095 20603 22165 22801 6272 16871 9272 704 23985 1810 9432 25568 18619 21331 23643 7085 5482 4772 25738 9433 12464 8745 18386 9751 726 11400 7417 25138 14689 19681 8060 6735 14253 22517 18487 4598 11086 13335 4734 26140 4518 25172 1108 8243 2986 10846 25216 23296 6382 24487 26097 14338 20153 1543 19990 12222 7444 5209 23930 6675 23039 13744 9783 13661 24690 15345 20510 12255 17711 10866 17038 23455 6362
